UID,SCIENTIFIC_NAME,COMMON_NAME,NUMBER_CAUGHT,BIOMASS,COMMENTS
BOF2015001.013.B,Osmerus mordax,smelt,39,994,NA
BOF2015001.014.D,Malacoraja senta,smooth skate,1,215,NA
BOF2015001.015.D,Peprilus triacanthus,butterfish,1,53,NA
BOF2015001.016.D,Clupea harengus,herring,30,369,NA
BOF2015001.017.D,Enchelyopus cimbrius,fourbeard rockling,1,23,NA
BOF2015001.018.D,Urophycis chuss,red hake,1,3,NA
BOF2015001.019.D,Urophycis tenuis,white hake,2,626,NA
BOF2015001.001.D,Merluccius bilinearis,silver hake,2,74,NA
BOF2015001.002.D,Pseudopleuronectes americanus,winter flounder,1,291,NA
BOF2015001.003.D,Henricia sanguinolenta,blood star,1,2,NA
BOF2015001.004.D,Sclerocrangon boreas,sculptured shrimp,1,7,NA
BOF2015001.005.D,Metridium senile,frilled anemone,1,20,NA
BOF2015001.006.D,Boltenia ovifera,stalked sea squirt,1,14,NA
BOF2015001.007.D,Pandalus montagui,Montague shrimp,29,102,NA
BOF2015001.008.D,Bolinopsis infundibulum,comb jelly,2,3,NA
BOF2015001.009.D,Homarus americanus,American lobster,15,7984,NA
BOF2015001.01.D,Alosa pseudoharengus,alewife,55,2145,NA
BOF2015001.011.D,Homarus americanus,American lobster,216,134556,NA
BOF2015001.012.D,Malacoraja senta,smooth skate,1,375,NA
BOF2015001.013.D,Sebastes fasciatus,Acadian redfish,3,105,NA
BOF2015001.014.D,Enchelyopus cimbrius,fourbeard rockling,7,321,NA
BOF2015001.015.D,Doryteuthis pealeii,longfin inshore squid,2,148,NA
BOF2015001.016.D,Cancer irroratus,rock crab,1,88,NA
BOF2015001.017.D,Peprilus triacanthus,butterfish,3,179,NA
BOF2015001.018.D,Clupea harengus,herring,1,33,NA
BOF2015001.019.D,Melanogrammus aeglefinus,haddock,1,43,NA
BOF2015001.02.D,Microgadus tomcod,Atlantic tomcod,3,198,NA
BOF2015001.001.D,Scophthalmus aquosus,windowpane flounder,1,59,NA
BOF2015001.002.D,unidentified encrusting sponge,unidentified encrusting sponge,1,192,NA
BOF2015001.003.D,Merluccius bilinearis,silver hake,47,5028,NA
BOF2015001.004.D,Bathypolypus arcticus,deep sea octopus,3,75,NA
BOF2015001.005.D,Myoxocephalus octodecemspinosus,longhorn sculpin,25,3929,NA
BOF2015001.006.D,Pseudopleuronectes americanus,winter flounder,153,15499,NA
BOF2015001.007.D,Aspidophoroides monopterygius,Atlantic alligatorfish,2,5,NA
BOF2015001.008.D,Urophycis chuss,red hake,3,215,NA
BOF2015001.009.D,Crangon septemspinosa,sand shrimp,1,1,NA
BOF2015001.01.D,Pandalus montagui,Montague shrimp,103,506,NA
BOF2015001.011.D,Palmate sp.,Palmate sp.,1,9,NA
BOF2015001.012.D,Urophycis tenuis,white hake,84,6362,NA
BOF2015001.013.B,Homarus americanus,American lobster,597,486532,NA
BOF2015001.014.B,Myoxocephalus octodecemspinosus,longhorn sculpin,131,9840,NA
BOF2015001.015.B,Pseudopleuronectes americanus,winter flounder,410,21744,NA
BOF2015001.016.B,Urophycis chuss,red hake,1,78,NA
BOF2015001.017.B,Urophycis tenuis,white hake,183,12574,NA
BOF2015001.018.B,Cancer borealis,Jonah crab,1,476,NA
BOF2015001.019.B,Leucoraja ocellata,winter skate,1,403,NA
BOF2015001.02.B,Leucoraja erinacea,little skate,7,319,NA
BOF2015001.021.B,Hippoglossoides platessoides,American plaice,2,91,NA
BOF2015001.022.B,Alosa pseudoharengus,alewife,2,73,NA
BOF2015001.001.B,Hemitripterus americanus,sea raven,1,12,NA
BOF2015001.002.B,Pandalus montagui,Montague shrimp,117,482,NA
BOF2015001.003.B,Pandalus borealis,northern shrimp,1,7,NA
BOF2015001.004.B,Pseudopleuronectes americanus,winter flounder,5,145,NA
BOF2015001.005.B,Merluccius bilinearis,silver hake,9,1006,NA
BOF2015001.006.B,Urophycis tenuis,white hake,1,28,NA
BOF2015001.007.B,Microgadus tomcod,Atlantic tomcod,1,43,NA
BOF2015001.008.B,Asterias vulgaris,northern sea star,2,42,NA
BOF2015001.009.B,Strongylocentrotus droebachiensis,green sea urchin,29,1167,NA
BOF2015001.01.B,unidentified encrusting sponge,unidentified encrusting sponge,2,119,NA
BOF2016001.011.C,Alosa pseudoharengus,alewife,1,46,NA
BOF2016001.012.C,Melanogrammus aeglefinus,haddock,1,7,NA
BOF2016001.013.C,Crangon septemspinosa,sand shrimp,1,3,NA
BOF2016001.014.C,Pandalus montagui,Montague shrimp,29,86,NA
BOF2016001.015.C,Nephtys incisa,Nephtys incisa,1,3,NA
BOF2016001.016.C,Chrysaora quinquecirrha,sea nettle,1,29,NA
BOF2016001.017.C,Clupea harengus,herring,59,1198,NA
BOF2016001.018.D,Pandalus borealis,northern shrimp,18,170,NA
BOF2016001.019.D,Homarus americanus,American lobster,14,8696,NA
BOF2016001.02.D,Ctenodiscus crispatus,mud star,6,52,NA
BOF2016001.021.D,Cancer irroratus,rock crab,1,101,NA
BOF2016001.022.D,Peprilus triacanthus,butterfish,10,456,NA
BOF2016001.023.D,Lophius americanus,monkfish,1,478,NA
BOF2016001.024.D,Osmerus mordax,smelt,1,34,NA
BOF2016001.025.D,Urophycis tenuis,white hake,2,154,NA
BOF2016001.026.D,Urophycis chuss,red hake,1,48,NA
BOF2016001.001.D,Doryteuthis pealeii,longfin inshore squid,3,115,NA
BOF2016001.002.D,Illex illecebrosus,shortfin squid,2,12,NA
BOF2016001.003.D,Aurelia aurita,moon jelly,5,281,NA
BOF2016001.004.D,Bolinopsis infundibulum,comb jelly,2,3,NA
BOF2016001.005.D,Pseudopleuronectes americanus,winter flounder,47,8262,NA
BOF2016001.006.D,Pandalus montagui,Montague shrimp,392,1003,NA
BOF2016001.007.D,Clupea harengus,herring,111,3533,NA
BOF2016001.008.D,Alosa pseudoharengus,alewife,13,566,NA
BOF2016001.009.D,Hippoglossoides platessoides,American plaice,36,1653,NA
BOF2016001.01.D,Merluccius bilinearis,silver hake,487,14636,NA
BOF2016001.011.D,Homarus americanus,American lobster,18,14149,NA
BOF2016001.012.D,Pandalus borealis,northern shrimp,6,68,NA
BOF2016001.013.D,Ophiopholis aculeata,daisy brittle star,17,27,NA
BOF2016001.014.D,Ctenodiscus crispatus,mud star,2,4,NA
BOF2016001.015.D,Placopecten magellanicus,deep sea scallop,3,8,NA
BOF2016001.016.D,Peprilus triacanthus,butterfish,3,124,NA
BOF2016001.017.D,Hippoglossoides platessoides,American plaice,6,180,NA
BOF2016001.018.D,Rajella bathyphilus,deepwater ray,1,103,NA
BOF2016001.019.D,Leucoraja erinacea,little skate,2,7,NA
BOF2016001.02.D,Enchelyopus cimbrius,fourbeard rockling,1,53,NA
BOF2016001.021.D,Urophycis tenuis,white hake,8,1255,NA
BOF2016001.022.D,Urophycis chuss,red hake,2,48,NA
BOF2016001.001.D,Doryteuthis pealeii,longfin inshore squid,1,52,NA
BOF2016001.002.D,Illex illecebrosus,shortfin squid,1,10,NA
BOF2016001.003.D,Alosa pseudoharengus,alewife,1,135,NA
BOF2016001.004.D,Melanogrammus aeglefinus,haddock,1,74,NA
BOF2016001.005.D,Sebastes fasciatus,Acadian redfish,5,256,NA
BOF2016001.006.D,Aurelia aurita,moon jelly,7,341,NA
BOF2016001.007.D,Asterias vulgaris,northern sea star,1,3,NA
BOF2016001.001.D,Unidentified sponge,Unidentified sponge,1,2,NA
BOF2016001.002.D,Clupea harengus,herring,8,546,NA
BOF2016001.003.D,Myoxocephalus octodecemspinosus,longhorn sculpin,2,309,NA
BOF2016001.004.D,Hemitripterus americanus,sea raven,2,2338,NA
BOF2016001.005.D,Zoarces americanus,ocean pout,2,546,NA
BOF2016001.006.D,Merluccius bilinearis,silver hake,346,13837,NA
BOF2016001.007.D,Pseudopleuronectes americanus,winter flounder,31,5914,NA
BOF2016001.008.D,Pandalus montagui,Montague shrimp,309,1522,NA
BOF2016001.009.B,Homarus americanus,American lobster,122,51385,NA
BOF2016001.001.B,Cancer irroratus,rock crab,5,720,NA
BOF2016001.002.B,Myoxocephalus octodecemspinosus,longhorn sculpin,12,1481,NA
BOF2016001.003.B,Osmerus mordax,smelt,12,436,NA
BOF2016001.004.B,Clupea harengus,herring,11,422,NA
BOF2016001.005.B,Gadus morhua,Atlantic cod,1,160,NA
BOF2016001.006.B,Doryteuthis pealeii,longfin inshore squid,4,134,NA
BOF2016001.007.B,Leucoraja erinacea,little skate,1,209,NA
BOF2016001.008.B,Peprilus triacanthus,butterfish,1,73,NA
BOF2016001.009.B,Hippoglossoides platessoides,American plaice,4,160,NA
BOF2016001.01.B,Scophthalmus aquosus,windowpane flounder,2,94,NA
BOF2016001.011.B,Myoxocephalus octodecemspinosus,longhorn sculpin,1,15,NA
BOF2016001.012.B,Urophycis tenuis,white hake,3,298,NA
BOF2016001.001.B,Urophycis chuss,red hake,2,74,NA
BOF2016001.002.B,Mytilus edulis,blue mussel,1,32,NA
BOF2016001.003.B,encrusting sponge,encrusting sponge,1,135,NA
BOF2016001.004.B,Pseudopleuronectes americanus,winter flounder,88,8342,NA
BOF2016001.005.B,Alosa pseudoharengus,alewife,59,8093,NA
BOF2016001.006.B,Merluccius bilinearis,silver hake,680,20431,NA
BOF2016001.007.B,Cucumaria frondosa,orange-footed sea cucumber,13,3878,NA
BOF2016001.008.B,Aurelia aurita,moon jelly,154,4154,NA
BOF2016001.009.B,Pandalus borealis,northern shrimp,210,1716,NA
BOF2016001.01.B,Pandalus montagui,Montague shrimp,457,1794,NA
BOF2016001.011.A,Homarus americanus,American lobster,20,10610,NA
BOF2016001.012.A,Cancer irroratus,rock crab,1,150,NA
BOF2016001.013.A,Placopecten magellanicus,deep sea scallop,4,5,NA
BOF2016001.014.A,Mercenaria mercenaria,quahog,2,12,NA
BOF2016001.015.A,Myoxocephalus octodecemspinosus,longhorn sculpin,1,98,NA
BOF2016001.016.A,Lophius americanus,monkfish,1,127,NA
BOF2016001.017.A,Unidentified cucumber,Unidentified cucumber,1,503,NA
BOF2016001.018.A,Doryteuthis pealeii,longfin inshore squid,2,150,NA
BOF2016001.019.A,Sebastes fasciatus,Acadian redfish,1,9,NA
BOF2016001.001.A,Alosa pseudoharengus,alewife,1,111,NA
BOF2016001.002.A,Urophycis tenuis,white hake,9,320,NA
BOF2016001.003.A,Urophycis chuss,red hake,9,543,NA
BOF2016001.004.A,Unidentified sponge,Unidentified sponge,1,254,NA
BOF2016001.005.A,Pandalus montagui,Montague shrimp,1,2,NA
BOF2016001.006.A,Clinocardium ciliatum,Iceland cockle,1,8,NA
BOF2016001.007.A,Pseudopleuronectes americanus,winter flounder,92,4508,NA
BOF2016001.008.A,Merluccius bilinearis,silver hake,450,22037,NA
BOF2016001.009.D,Homarus americanus,American lobster,319,221397,NA
BOF2016001.01.D,Cancer irroratus,rock crab,1,247,NA
BOF2016001.011.D,Urophycis chuss,red hake,1,42,NA
BOF2016001.012.D,Merluccius bilinearis,silver hake,3122,156100,NA
BOF2016001.013.D,Doryteuthis pealeii,longfin inshore squid,8,357,NA
BOF2016001.014.D,Illex illecebrosus,shortfin squid,1,30,NA
BOF2016001.015.D,Pseudopleuronectes americanus,winter flounder,139,8152,NA
BOF2016001.016.D,Myoxocephalus octodecemspinosus,longhorn sculpin,2,193,NA
BOF2016001.017.D,Lophius americanus,monkfish,1,325,NA
BOF2016001.018.D,Peprilus triacanthus,butterfish,15,690,NA
BOF2016001.019.D,Gadus morhua,Atlantic cod,2,203,NA
BOF2016001.02.D,Pollachius virens,pollock,1,303,NA
BOF2016001.001.D,Alosa pseudoharengus,alewife,3,282,NA
BOF2016001.002.D,Clupea harengus,herring,2,170,NA
BOF2016001.003.D,Melanogrammus aeglefinus,haddock,1,12,NA
BOF2016001.004.D,Urophycis chuss,red hake,3,140,NA
BOF2016001.005.D,Asterias vulgaris,northern sea star,2,134,NA
BOF2016001.006.D,Pandalus montagui,Montague shrimp,5,17,NA
BOF2016001.007.D,Unidentified sponge,Unidentified sponge,1,9,NA
BOF2016001.008.D,Homarus americanus,American lobster,31,17635,NA
BOF2016001.009.D,Lophius americanus,monkfish,2,654,NA
BOF2016001.01.D,Hippoglossoides platessoides,American plaice,25,964,NA
BOF2016001.011.D,Glyptocephalus cynoglossus,witch flounder,1,16,NA
BOF2016001.012.D,Scomber scombrus,mackerel,4,330,NA
BOF2016001.013.D,Urophycis tenuis,white hake,1,104,NA
BOF2016001.014.D,Clupea harengus,herring,10,435,NA
BOF2016001.015.D,Alosa pseudoharengus,alewife,3,170,NA
BOF2016001.016.D,Melanogrammus aeglefinus,haddock,1,24,NA
BOF2016001.017.D,Doryteuthis pealeii,longfin inshore squid,1,34,NA
BOF2016001.018.D,Cuaudina arenata,rat-tailed sea cucumber,1,14,NA
BOF2016001.019.D,Pandalus borealis,northern shrimp,4,38,NA
BOF2016001.02.D,Pandalus montagui,Montague shrimp,55,166,NA
BOF2016001.021.D,Ctenodiscus crispatus,mud star,2,12,NA
BOF2016001.022.D,Astarte castanea,chestnut astarte,4,36,NA
BOF2016001.001.D,Pseudopleuronectes americanus,winter flounder,33,5969,NA
BOF2016001.002.D,Merluccius bilinearis,silver hake,2485,134200,NA
BOF2016001.003.A,Homarus americanus,American lobster,29,14888,NA
BOF2016001.004.A,Merluccius bilinearis,silver hake,70,3584,NA
BOF2016001.005.A,Osmerus mordax,smelt,2,104,NA
BOF2016001.006.A,Ophiopholis aculeata,daisy brittle star,282,355,NA
BOF2016001.007.A,Pseudopleuronectes americanus,winter flounder,8,247,NA
BOF2016001.008.A,Alosa sapidissima,shad,1,126,NA
BOF2016001.009.A,Hippoglossoides platessoides,American plaice,9,153,NA
BOF2016001.01.A,Myoxocephalus octodecemspinosus,longhorn sculpin,3,69,NA
BOF2016001.011.A,Sclerocrangon boreas,sculptured shrimp,2,23,NA
BOF2016001.012.A,Lebbeus groenlandicus,Greenland shrimp,2,19,NA
BOF2016001.013.A,Pandalus montagui,Montague shrimp,1,2,NA
BOF2016001.014.A,Hyas coarctatus,lesser toad crab,1,20,NA
BOF2016001.015.A,Cancer irroratus,rock crab,2,133,NA
BOF2016001.016.A,Hemitripterus americanus,sea raven,1,140,NA
BOF2016001.017.A,Doryteuthis pealeii,longfin inshore squid,1,31,NA
BOF2016001.018.A,Ctenodiscus crispatus,mud star,14,75,NA
BOF2016001.019.C,Squalus acanthias,spiny dogfish,7,12854,NA
BOF2016001.02.C,Pseudopleuronectes americanus,winter flounder,200,14618,NA
BOF2016001.021.C,Merluccius bilinearis,silver hake,219,11424,NA
BOF2016001.022.C,Myoxocephalus octodecemspinosus,longhorn sculpin,12,1130,NA
BOF2016001.023.C,Lophius americanus,monkfish,2,1106,NA
BOF2016001.024.C,Scophthalmus aquosus,windowpane flounder,3,338,NA
BOF2016001.025.C,Osmerus mordax,smelt,1,24,NA
BOF2016001.026.C,Asterias vulgaris,northern sea star,6,654,NA
BOF2016001.001.C,Pandalus montagui,Montague shrimp,10,22,NA
BOF2016001.002.C,Doryteuthis pealeii,longfin inshore squid,2,94,NA
BOF2016001.003.C,Suberites ficus,fig sponge,1,96,NA
BOF2016001.004.C,Clinocardium ciliatum,Iceland cockle,3,10,NA
BOF2016001.005.C,Mercenaria mercenaria,quahog,4,54,NA
BOF2016001.006.C,Homarus americanus,American lobster,50,43502,NA
BOF2016001.007.C,Cancer borealis,Jonah crab,1,530,NA
BOF2016001.008.C,Cancer irroratus,rock crab,5,544,NA
BOF2016001.009.C,Hyas coarctatus,lesser toad crab,1,18,NA
BOF2016001.01.C,Peprilus triacanthus,butterfish,16,725,NA
BOF2016001.011.C,Urophycis tenuis,white hake,17,1581,NA
BOF2016001.012.C,Urophycis chuss,red hake,11,732,NA
BOF2016001.013.D,Homarus americanus,American lobster,107,79400,NA
BOF2016001.014.D,Pseudopleuronectes americanus,winter flounder,115,21152,NA
BOF2016001.015.D,Cyclopterus lumpus,lumpfish,1,180,NA
BOF2016001.016.D,Peprilus triacanthus,butterfish,11,534,NA
BOF2016001.017.D,Hemitripterus americanus,sea raven,1,1052,NA
BOF2016001.018.D,Myoxocephalus octodecemspinosus,longhorn sculpin,6,833,NA
BOF2016001.019.D,Gadus morhua,Atlantic cod,2,308,NA
BOF2016001.02.D,Lycodes lavalaei,Laval's eelpout,1,180,NA
BOF2016001.021.D,Hippoglossoides platessoides,American plaice,1,26,NA
BOF2016001.022.D,Scophthalmus aquosus,windowpane flounder,1,23,NA
BOF2016001.001.D,Leucoraja erinacea,little skate,1,66,NA
BOF2016001.002.D,Clupea harengus,herring,2,207,NA
BOF2016001.003.D,Cancer irroratus,rock crab,1,20,NA
BOF2016001.004.D,Doryteuthis pealeii,longfin inshore squid,5,234,NA
BOF2016001.005.D,Asterias vulgaris,northern sea star,7,577,NA
BOF2016001.006.D,Pandalus montagui,Montague shrimp,18,74,NA
BOF2016001.007.D,Urophycis tenuis,white hake,38,5070,NA
BOF2016001.001.D,Urophycis chuss,red hake,9,465,NA
BOF2016001.002.D,Merluccius bilinearis,silver hake,3556,177813,NA
BOF2016001.003.B,Homarus americanus,American lobster,95,45676,NA
BOF2016001.004.B,Merluccius bilinearis,silver hake,261,11248,NA
BOF2016001.005.B,Rajella bathyphilus,deepwater ray,1,31,NA
BOF2016001.006.B,Peprilus triacanthus,butterfish,4,233,NA
BOF2016001.007.B,Asterias vulgaris,northern sea star,1,141,NA
BOF2016001.008.B,Alosa pseudoharengus,alewife,1,67,NA
BOF2016001.009.B,Osmerus mordax,smelt,3,117,NA
BOF2016001.001.B,Urophycis tenuis,white hake,1,91,NA
BOF2016001.002.B,Doryteuthis pealeii,longfin inshore squid,13,606,NA
BOF2016001.003.B,Crangon septemspinosa,sand shrimp,1,4,NA
BOF2016001.004.B,Pseudopleuronectes americanus,winter flounder,53,4164,NA
BOF2016001.005.B,Scophthalmus aquosus,windowpane flounder,2,175,NA
BOF2016001.006.C,Homarus americanus,American lobster,80,63656,NA
BOF2016001.007.C,Pseudopleuronectes americanus,winter flounder,233,11213,NA
BOF2016001.008.C,Merluccius bilinearis,silver hake,23,1709,NA
BOF2016001.009.C,Asterias vulgaris,northern sea star,2,132,NA
BOF2016001.01.C,Suberites ficus,fig sponge,2,118,NA
BOF2016001.011.C,Pandalus montagui,Montague shrimp,8,18,NA
BOF2016001.012.C,Crangon septemspinosa,sand shrimp,1,2,NA
BOF2016001.001.C,Clinocardium ciliatum,Iceland cockle,8,22,NA
BOF2016001.002.C,Astarte castanea,chestnut astarte,8,148,NA
BOF2016001.003.C,Mercenaria mercenaria,quahog,6,52,NA
BOF2016001.004.C,Pitar morrhuanus,false quahog,6,22,NA
BOF2016001.005.C,Leucoraja erinacea,little skate,1,230,NA
BOF2016001.006.C,Cyclopterus lumpus,lumpfish,1,148,NA
BOF2016001.007.C,Scophthalmus aquosus,windowpane flounder,6,349,NA
BOF2016001.008.C,Myoxocephalus octodecemspinosus,longhorn sculpin,7,739,NA
BOF2016001.009.C,Cancer irroratus,rock crab,4,950,NA
BOF2016001.01.C,Scomber scombrus,mackerel,1,118,NA
BOF2016001.011.C,Peprilus triacanthus,butterfish,2,77,NA
BOF2016001.012.C,Melanogrammus aeglefinus,haddock,1,32,NA
BOF2016001.013.C,Doryteuthis pealeii,longfin inshore squid,4,136,NA
BOF2016001.014.C,Urophycis chuss,red hake,11,920,NA
BOF2016001.015.C,Urophycis tenuis,white hake,11,486,NA
BOF2016001.016.C,Pseudopleuronectes americanus,winter flounder,490,44531,NA
BOF2016001.017.C,Merluccius bilinearis,silver hake,703,50627,NA
BOF2016001.018.C,Homarus americanus,American lobster,89,80532,NA
BOF2016001.019.C,Leucoraja erinacea,little skate,3,397,NA
BOF2016001.001.C,Leucoraja ocellata,winter skate,1,118,NA
BOF2016001.002.C,Cancer irroratus,rock crab,7,1053,NA
BOF2016001.003.C,Cancer borealis,Jonah crab,1,182,NA
BOF2016001.004.C,Myoxocephalus octodecemspinosus,longhorn sculpin,83,2311,NA
BOF2016001.005.C,Lophius americanus,monkfish,1,110,NA
BOF2016001.006.C,Hemitripterus americanus,sea raven,12,5281,NA
BOF2016001.007.C,Cucumaria frondosa,orange-footed sea cucumber,18,5430,NA
BOF2016001.008.C,Unidentified sponge,Unidentified sponge,40,3850,NA
BOF2016001.009.C,Hippoglossoides platessoides,American plaice,10,541,NA
BOF2016001.01.C,Zoarces americanus,ocean pout,2,120,NA
BOF2016001.011.C,Doryteuthis pealeii,longfin inshore squid,5,299,NA
BOF2016001.012.C,Asterias vulgaris,northern sea star,14,900,NA
BOF2016001.013.C,Myoxocephalus octodecemspinosus,longhorn sculpin,2,170,NA
BOF2016001.014.C,Pandalus montagui,Montague shrimp,109,380,NA
BOF2016001.015.C,Crangon septemspinosa,sand shrimp,1,10,NA
BOF2016001.016.C,Clinocardium ciliatum,Iceland cockle,1,10,NA
BOF2016001.017.C,Astarte castanea,chestnut astarte,1,16,NA
BOF2016001.018.C,Strongylocentrotus droebachiensis,green sea urchin,2,14,NA
BOF2016001.019.C,Urophycis chuss,red hake,62,3895,NA
BOF2016001.02.C,Urophycis tenuis,white hake,29,1024,NA
BOF2016001.001.B,Leucoraja erinacea,little skate,3,1247,NA
BOF2016001.002.B,Homarus americanus,American lobster,321,156627,NA
BOF2016001.003.B,Myoxocephalus octodecemspinosus,longhorn sculpin,278,19158,NA
BOF2016001.004.B,Scophthalmus aquosus,windowpane flounder,10,1481,NA
BOF2016001.005.B,Sebastes fasciatus,Acadian redfish,1,265,NA
BOF2016001.006.B,Hemitripterus americanus,sea raven,2,104,NA
BOF2016001.007.B,Doryteuthis pealeii,longfin inshore squid,13,699,NA
BOF2016001.008.B,Pandalus montagui,Montague shrimp,54,260,NA
BOF2016001.009.B,Pandalus borealis,northern shrimp,7,89,NA
BOF2016001.01.B,Asterias vulgaris,northern sea star,3,300,NA
BOF2016001.011.B,Strongylocentrotus droebachiensis,green sea urchin,1,10,NA
BOF2016001.012.B,Alosa pseudoharengus,alewife,7,822,NA
BOF2016001.013.B,Zoarces americanus,ocean pout,2,119,NA
BOF2016001.014.B,Peprilus triacanthus,butterfish,10,499,NA
BOF2016001.015.B,Cancer irroratus,rock crab,1,125,NA
BOF2016001.016.B,Hippoglossoides platessoides,American plaice,8,234,NA
BOF2016001.017.B,Suberites ficus,fig sponge,3,380,NA
BOF2016001.018.B,Cucumaria frondosa,orange-footed sea cucumber,97,25600,NA
BOF2016001.019.B,Urophycis chuss,red hake,29,1944,NA
BOF2016001.02.B,Urophycis tenuis,white hake,58,1813,NA
BOF2016001.021.B,Pseudopleuronectes americanus,winter flounder,311,17716,NA
BOF2016001.022.A,Homarus americanus,American lobster,33,13348,NA
BOF2016001.001.A,Gadus morhua,Atlantic cod,1,25,NA
BOF2016001.002.A,Scomber scombrus,mackerel,1,97,NA
BOF2016001.003.A,Hemitripterus americanus,sea raven,2,183,NA
BOF2016001.004.A,Myoxocephalus octodecemspinosus,longhorn sculpin,2,58,NA
BOF2016001.005.A,Aspidophoroides monopterygius,Atlantic alligatorfish,2,8,NA
BOF2016001.006.A,Cucumaria frondosa,orange-footed sea cucumber,2,478,NA
BOF2016001.007.A,Asterias vulgaris,northern sea star,1,34,NA
BOF2016001.008.A,Unidentified sea spider,Unidentified sea spider,1,1,NA
BOF2016001.009.A,Doryteuthis pealeii,longfin inshore squid,3,143,NA
BOF2016001.01.A,Cancer irroratus,rock crab,1,79,NA
BOF2016001.011.A,Sclerocrangon boreas,sculptured shrimp,23,111,NA
BOF2016001.012.A,Pandalus montagui,Montague shrimp,7,12,NA
BOF2016001.013.A,Merluccius bilinearis,silver hake,13,707,NA
BOF2016001.014.A,Pseudopleuronectes americanus,winter flounder,15,520,NA
BOF2016001.015.A,Lebbeus groenlandicus,Greenland shrimp,1,1,NA
BOF2016001.016.D,Homarus americanus,American lobster,574,433940,NA
BOF2016001.017.D,Cyclopterus lumpus,lumpfish,2,341,NA
BOF2016001.018.D,Hippoglossus hippoglossus,Atlantic halibut,1,1405,NA
BOF2016001.019.D,Myoxocephalus octodecemspinosus,longhorn sculpin,7,1948,NA
BOF2016001.02.D,Cancer borealis,Jonah crab,3,598,NA
BOF2016001.021.D,Scomber scombrus,mackerel,28,6506,NA
BOF2016001.022.D,Clupea harengus,herring,9,534,NA
BOF2016001.023.D,Doryteuthis pealeii,longfin inshore squid,51,1950,NA
BOF2016001.024.D,Myoxocephalus scorpius,shorthorn sculpin,1,8,NA
BOF2016001.025.D,Colus stimpsoni,Stimpson's whelk,1,8,NA
BOF2016001.026.D,Hyas coarctatus,lesser toad crab,1,2,NA
BOF2016001.001.D,Hemitripterus americanus,sea raven,2,323,NA
BOF2016001.002.D,Gadus morhua,Atlantic cod,1,103,NA
BOF2016001.003.D,Urophycis chuss,red hake,1,44,NA
BOF2016001.004.D,Hyas araneus,toad crab,2,2,NA
BOF2016001.005.D,Asterias vulgaris,northern sea star,2,46,NA
BOF2016001.006.D,Pandalus montagui,Montague shrimp,2,5,NA
BOF2016001.007.D,Sclerocrangon boreas,sculptured shrimp,1,1,NA
BOF2016001.008.D,Clinocardium ciliatum,Iceland cockle,1,10,NA
BOF2016001.009.D,Strongylocentrotus droebachiensis,green sea urchin,2,2,NA
BOF2016001.01.D,Crangon septemspinosa,sand shrimp,1,3,NA
BOF2016001.011.D,Pseudopleuronectes americanus,winter flounder,277,18240,NA
BOF2016001.012.D,Melanogrammus aeglefinus,haddock,232,6491,NA
BOF2016001.013.D,Merluccius bilinearis,silver hake,128,8293,NA
BOF2016001.014.D,Homarus americanus,American lobster,17,18226,NA
BOF2016001.015.D,Peprilus triacanthus,butterfish,5,348,NA
BOF2016001.016.D,Alosa pseudoharengus,alewife,3,192,NA
BOF2016001.017.D,Clupea harengus,herring,2,98,NA
BOF2016001.018.D,Zoarces americanus,ocean pout,1,64,NA
BOF2016001.019.D,Enchelyopus cimbrius,fourbeard rockling,1,30,NA
BOF2016001.02.D,Urophycis chuss,red hake,1,62,NA
BOF2016001.021.D,Ctenodiscus crispatus,mud star,4,28,NA
BOF2016001.022.D,Pseudopleuronectes americanus,winter flounder,10,1318,NA
BOF2016001.001.D,Lophius americanus,monkfish,1,284,NA
BOF2016001.002.D,Hippoglossoides platessoides,American plaice,18,1108,NA
BOF2016001.003.D,Ophiopholis aculeata,daisy brittle star,3,5,NA
BOF2016001.004.D,Astarte castanea,chestnut astarte,2,48,NA
BOF2016001.005.D,Arctica islandica,black clam,5,40,NA
BOF2016001.006.D,Megayoldia thraciaeformis,broad yoldia,3,37,NA
BOF2016001.007.D,Pandalus montagui,Montague shrimp,255,2764,NA
BOF2016001.001.D,Pandalus borealis,northern shrimp,103,1459,NA
BOF2016001.002.D,Squalus acanthias,spiny dogfish,1,2020,NA
BOF2016001.003.D,Urophycis tenuis,white hake,11,2137,NA
BOF2016001.004.D,Merluccius bilinearis,silver hake,445,27547,NA
BOF2016001.005.D,Homarus americanus,American lobster,53,33210,NA
BOF2016001.006.D,Cancer borealis,Jonah crab,1,115,NA
BOF2016001.007.D,Alosa pseudoharengus,alewife,11,532,NA
BOF2016001.008.D,Peprilus triacanthus,butterfish,3,196,NA
BOF2016001.009.D,Alosa sapidissima,shad,1,118,NA
BOF2016001.001.D,Hippoglossoides platessoides,American plaice,3,43,NA
BOF2016001.002.D,Pandalus montagui,Montague shrimp,2,2,NA
BOF2016001.003.D,Squalus acanthias,spiny dogfish,1,1750,NA
BOF2016001.004.D,Merluccius bilinearis,silver hake,227,16792,NA
BOF2016001.005.D,Pseudopleuronectes americanus,winter flounder,29,4200,NA
BOF2016001.006.D,Urophycis tenuis,white hake,3,418,NA
BOF2016001.007.D,Ophiopholis aculeata,daisy brittle star,14,14,NA
